CAS,C,H,O,N,S,F,Cl,Br,I,Si
52663-72-6,12,4,0,0,0,0,6,0,0,0
52663-73-7,12,2,0,0,0,0,8,0,0,0
52663-74-8,12,3,0,0,0,0,7,0,0,0
52663-75-9,12,2,0,0,0,0,8,0,0,0
52663-76-0,12,2,0,0,0,0,8,0,0,0
52663-77-1,12,1,0,0,0,0,9,0,0,0
52663-78-2,12,2,0,0,0,0,8,0,0,0
52663-79-3,12,1,0,0,0,0,9,0,0,0
526-73-8,9,12,0,0,0,0,0,0,0,0
526-75-0,8,10,1,0,0,0,0,0,0,0
526-85-2,9,12,1,0,0,0,0,0,0,0
52-68-6,4,8,4,0,0,0,3,0,0,0
52704-70-8,12,4,0,0,0,0,6,0,0,0
52712-04-6,12,4,0,0,0,0,6,0,0,0
52712-05-7,12,3,0,0,0,0,7,0,0,0
527-20-8,6,2,0,1,0,0,5,0,0,0
527-35-5,10,14,1,0,0,0,0,0,0,0
52744-13-5,12,4,0,0,0,0,6,0,0,0
527-53-7,10,14,0,0,0,0,0,0,0,0
527-54-8,9,12,1,0,0,0,0,0,0,0
527-60-6,9,12,1,0,0,0,0,0,0,0
527-84-4,10,14,0,0,0,0,0,0,0,0
528-29-0,6,4,4,2,0,0,0,0,0,0
528-45-0,7,4,6,2,0,0,0,0,0,0
528-48-3,,,,,,,,,,
5285-87-0,7,5,0,1,1,0,0,0,0,0
52-86-8,21,23,2,1,0,1,1,0,0,0
528-75-6,7,4,5,2,0,0,0,0,0,0
52888-80-9,14,21,1,1,1,0,0,0,0,0
529-05-5,14,16,0,0,0,0,0,0,0,0
529-16-8,9,14,0,0,0,0,0,0,0,0
5291-77-0,,,,,,,,,,
529-19-1,8,7,0,1,0,0,0,0,0,0
529-20-4,8,8,1,0,0,0,0,0,0,0
529-21-5,8,11,0,1,0,0,0,0,0,0
529-33-9,10,12,1,0,0,0,0,0,0,0
529-35-1,10,12,1,0,0,0,0,0,0,0
529-44-2,,,,,,,,,,
530-44-9,15,15,1,1,0,0,0,0,0,0
530-57-4,9,10,5,0,0,0,0,0,0,0
530-59-6,11,12,5,0,0,0,0,0,0,0
5307-14-2,6,7,2,3,0,0,0,0,0,0
530-78-9,14,10,2,1,0,3,0,0,0,0
530-91-6,10,12,1,0,0,0,0,0,0,0
53112-28-0,12,13,0,3,0,0,0,0,0,0
53-16-7,18,22,2,0,0,0,0,0,0,0
53-19-0,14,10,0,0,0,0,4,0,0,0
532-03-6,11,15,5,1,0,0,0,0,0,0
532-27-4,8,7,1,0,0,0,1,0,0,0
5331-48-6,5,11,1,1,0,0,0,0,0,0
533-18-6,9,10,2,0,0,0,0,0,0,0
5332-24-1,9,6,0,1,0,0,0,1,0,0
5332-52-5,11,24,0,0,1,0,0,0,0,0
5332-73-0,4,11,1,1,0,0,0,0,0,0
533-58-4,6,5,1,0,0,0,0,0,1,0
5336-53-8,14,14,1,2,0,0,0,0,0,0
533-73-3,6,6,3,0,0,0,0,0,0,0
533-75-5,7,6,2,0,0,0,0,0,0,0
53392-86-2,8,15,0,0,0,3,0,0,0,0
53398-81-5,,,,,,,,,,
534-15-6,4,10,2,0,0,0,0,0,0,0
5341-95-7,4,10,2,0,0,0,0,0,0,0
534-22-5,5,6,1,0,0,0,0,0,0,0
5343-92-0,5,12,2,0,0,0,0,0,0,0
53448-07-0,11,20,1,0,0,0,0,0,0,0
5344-97-8,8,9,3,1,0,0,0,0,0,0
534-52-1,7,6,5,2,0,0,0,0,0,0
53494-70-5,12,8,1,0,0,0,6,0,0,0
53496-15-4,,,,,,,,,,
53555-66-1,12,7,0,0,0,0,3,0,0,0
535-77-3,10,14,0,0,0,0,0,0,0,0
535-80-8,7,5,2,0,0,0,1,0,0,0
53583-79-2,17,26,4,2,1,0,0,0,0,0
53585-13-0,15,24,0,0,0,0,0,0,0,0
536-25-4,8,9,3,1,0,0,0,0,0,0
536-60-7,10,14,1,0,0,0,0,0,0,0
536-74-3,8,6,0,0,0,0,0,0,0,0
536-75-4,7,9,0,1,0,0,0,0,0,0
536-78-7,7,9,0,1,0,0,0,0,0,0
536-88-9,8,11,0,1,0,0,0,0,0,0
536-90-3,7,9,1,1,0,0,0,0,0,0
53-70-3,22,14,0,0,0,0,0,0,0,0
537-92-8,9,11,1,1,0,0,0,0,0,0
53-86-1,19,16,4,1,0,0,1,0,0,0
538-68-1,11,16,0,0,0,0,0,0,0,0
538-74-9,14,14,0,0,1,0,0,0,0,0
538-86-3,8,10,1,0,0,0,0,0,0,0
538-93-2,10,14,0,0,0,0,0,0,0,0
53902-12-8,18,17,5,1,0,0,0,0,0,0
539-15-1,10,15,1,1,0,0,0,0,0,0
539-30-0,9,12,1,0,0,0,0,0,0,0
5394-83-2,,,,,,,,,,
53957-33-8,9,12,1,0,0,0,0,0,0,0
5396-24-7,5,9,2,0,0,0,1,0,0,0
53966-36-2,5,12,0,0,2,0,0,0,0,0
539-82-2,7,14,2,0,0,0,0,0,0,0
539-86-6,,,,,,,,,,
539-89-9,,,,,,,,,,
539-90-2,8,16,2,0,0,0,0,0,0,0
54004-43-2,8,16,2,0,0,0,0,0,0,0
540-07-8,11,22,2,0,0,0,0,0,0,0
540-18-1,9,18,2,0,0,0,0,0,0,0
54029-12-8,,,,,,,,,,
540-36-3,6,4,0,0,0,2,0,0,0,0
540-37-4,6,6,0,1,0,0,0,0,1,0
540-38-5,6,5,1,0,0,0,0,0,1,0
540-42-1,7,14,2,0,0,0,0,0,0,0
54048-10-1,22,28,2,0,0,0,0,0,0,0
540-51-2,2,5,1,0,0,0,0,1,0,0
5405-41-4,6,12,3,0,0,0,0,0,0,0
54056-51-8,9,16,2,0,0,0,0,0,0,0
54-05-7,18,26,0,3,0,0,1,0,0,0
54063-53-5,21,27,3,1,0,0,0,0,0,0
540-63-6,2,6,0,0,2,0,0,0,0,0
5406-58-6,13,18,2,0,0,0,0,0,0,0
5407-98-7,11,12,1,0,0,0,0,0,0,0
540-84-1,8,18,0,0,0,0,0,0,0,0
5408-57-1,9,18,1,0,0,0,0,0,0,0
540-88-5,6,12,2,0,0,0,0,0,0,0
54-11-5,10,14,0,2,0,0,0,0,0,0
54119-29-8,9,13,0,1,0,0,0,0,0,0
54-12-6,11,12,2,2,0,0,0,0,0,0
541-28-6,5,11,0,0,0,0,0,0,1,0
541-31-1,5,12,0,0,1,0,0,0,0,0
541-35-5,4,9,1,1,0,0,0,0,0,0
54135-80-7,7,5,1,0,0,0,3,0,0,0
54135-81-8,7,5,1,0,0,0,3,0,0,0
54135-82-9,7,5,1,0,0,0,3,0,0,0
54143-55-4,17,20,3,2,0,6,0,0,0,0
541-46-8,5,11,1,1,0,0,0,0,0,0
541-59-3,4,3,2,1,0,0,0,0,0,0
541-73-1,6,4,0,0,0,0,2,0,0,0
541-85-5,8,16,1,0,0,0,0,0,0,0
542-10-9,6,10,4,0,0,0,0,0,0,0
542-18-7,6,11,0,0,0,0,1,0,0,0
5422-88-8,12,14,1,0,0,0,0,0,0,0
542-28-9,5,8,2,0,0,0,0,0,0,0
54230-22-7,12,6,0,0,0,0,4,0,0,0
542-54-1,6,11,0,1,0,0,0,0,0,0
542-55-2,5,10,2,0,0,0,0,0,0,0
542-56-3,4,9,2,1,0,0,0,0,0,0
542-69-8,4,9,0,0,0,0,0,0,1,0
542-76-7,3,4,0,1,0,0,1,0,0,0
5428-54-6,7,7,3,1,0,0,0,0,0,0
542-85-8,3,5,0,1,1,0,0,0,0,0
54290-22-1,9,11,0,0,0,0,0,0,1,0
542-90-5,3,5,0,1,1,0,0,0,0,0
5429-28-7,11,15,2,1,0,0,0,0,0,0
54-31-9,,,,,,,,,,
543-24-8,4,7,3,1,0,0,0,0,0,0
543-49-7,7,16,1,0,0,0,0,0,0,0
543-59-9,5,11,0,0,0,0,1,0,0,0
5437-45-6,9,9,2,0,0,0,0,1,0,0
543-86-2,,,,,,,,,,
544-01-4,10,22,1,0,0,0,0,0,0,0
544-02-5,10,22,0,0,1,0,0,0,0,0
544-10-5,6,13,0,0,0,0,1,0,0,0
544-13-8,5,6,0,2,0,0,0,0,0,0
544-15-0,5,1,0,0,0,0,1,0,0,0
544-16-1,4,9,2,1,0,0,0,0,0,0
544-25-2,7,8,0,0,0,0,0,0,0,0
544-40-1,8,18,0,0,1,0,0,0,0,0
544-63-8,14,28,2,0,0,0,0,0,0,0
544-76-3,16,34,0,0,0,0,0,0,0,0
544-77-4,16,33,0,0,0,0,0,0,1,0
545-06-2,2,0,0,1,0,0,3,0,0,0
5451-95-6,16,24,2,0,0,0,0,0,0,0
5452-35-7,7,15,0,1,0,0,0,0,0,0
5452-37-9,8,17,0,1,0,0,0,0,0,0
5459-37-0,11,20,2,0,0,0,0,0,0,0
546-28-1,15,24,0,0,0,0,0,0,0,0
546-80-5,10,16,1,0,0,0,0,0,0,0
5469-70-5,,,,,,,,,,
54739-18-3,15,21,2,2,0,3,0,0,0,0
547-63-7,5,10,2,0,0,0,0,0,0,0
547-64-8,4,8,3,0,0,0,0,0,0,0
54-85-3,6,7,1,3,0,0,0,0,0,0
548-58-3,,,,,,,,,,
54910-89-3,17,18,1,1,0,3,0,0,0,0
54965-21-8,,,,,,,,,,
550-44-7,9,7,2,1,0,0,0,0,0,0
55179-31-2,20,23,2,3,0,0,0,0,0,0
55-18-5,4,10,1,2,0,0,0,0,0,0
551-92-8,5,7,2,3,0,0,0,0,0,0
55-21-0,7,7,1,1,0,0,0,0,0,0
55215-17-3,12,5,0,0,0,0,5,0,0,0
55215-18-4,12,4,0,0,0,0,6,0,0,0
552-16-9,7,5,4,1,0,0,0,0,0,0
55-22-1,6,5,2,1,0,0,0,0,0,0
55268-74-1,19,24,2,2,0,0,0,0,0,0
552-89-6,7,5,3,1,0,0,0,0,0,0
55312-69-1,12,5,0,0,0,0,5,0,0,0
553-17-3,15,14,5,0,0,0,0,0,0,0
553-26-4,10,8,0,2,0,0,0,0,0,0
5532-90-1,10,13,2,1,0,0,0,0,0,0
553-82-2,7,6,1,0,0,0,2,0,0,0
553-90-2,4,6,4,0,0,0,0,0,0,0
554-00-7,6,5,0,1,0,0,2,0,0,0
554-12-1,4,8,2,0,0,0,0,0,0,0
554-14-3,5,6,0,0,1,0,0,0,0,0
5541-67-3,,,,,,,,,,
5541-68-4,,,,,,,,,,
554-61-0,10,16,0,0,0,0,0,0,0,0
55471-28-8,,,,,,,,,,
554-84-7,6,5,3,1,0,0,0,0,0,0
55489-59-3,,,,,,,,,,
555-03-3,7,7,3,1,0,0,0,0,0,0
555-10-2,10,16,0,0,0,0,0,0,0,0
555-11-1,,,,,,,,,,
555-16-8,7,5,3,1,0,0,0,0,0,0
555-37-3,12,16,1,2,0,0,2,0,0,0
555-60-2,,,,,,,,,,
556-08-1,9,9,3,1,0,0,0,0,0,0
556-24-1,6,12,2,0,0,0,0,0,0,0
55-63-0,3,5,9,3,0,0,0,0,0,0
55-65-2,,,,,,,,,,
556-56-9,3,5,0,0,0,0,0,0,1,0
556-61-6,2,3,0,1,1,0,0,0,0,0
5566-34-7,,,,,,,,,,
556-64-9,2,3,0,1,1,0,0,0,0,0
55669-88-0,12,18,0,0,0,0,0,0,0,0
556-82-1,5,10,1,0,0,0,0,0,0,0
557-00-6,8,16,2,0,0,0,0,0,0,0
55702-45-9,12,7,0,0,0,0,3,0,0,0
55702-46-0,12,7,0,0,0,0,3,0,0,0
55712-37-3,12,7,0,0,0,0,3,0,0,0
55720-44-0,12,7,0,0,0,0,3,0,0,0
557-31-3,5,10,1,0,0,0,0,0,0,0
557-35-7,8,17,0,0,0,0,0,1,0,0
557-40-4,6,10,1,0,0,0,0,0,0,0
557-48-2,9,14,1,0,0,0,0,0,0,0
55757-34-1,9,17,0,0,0,3,0,0,0,0
557-59-5,24,48,2,0,0,0,0,0,0,0
5577-44-6,,,,,,,,,,
558-13-4,1,0,0,0,0,0,0,4,0,0
558-17-8,4,9,0,0,0,0,0,0,1,0
5582-82-1,8,18,1,0,0,0,0,0,0,0
55837-27-9,,,,,,,,,,
558-43-0,4,10,2,0,0,0,0,0,0,0
5588-16-9,,,,,,,,,,
55977-09-8,,,,,,,,,,
560-21-4,8,18,0,0,0,0,0,0,0,0
56030-56-9,12,4,0,0,0,0,6,0,0,0
560-32-7,15,24,0,0,0,0,0,0,0,0
560-88-3,,,,,,,,,,
56187-89-4,,,,,,,,,,
56211-40-6,,,,,,,,,,
56219-57-9,,,,,,,,,,
56-23-5,1,0,0,0,0,0,4,0,0,0
562-49-2,7,16,0,0,0,0,0,0,0,0
562-74-3,10,18,1,0,0,0,0,0,0,0
56-29-1,12,16,3,2,0,0,0,0,0,0
563-04-2,21,21,4,0,0,0,0,0,0,0
563-16-6,8,18,0,0,0,0,0,0,0,0
5633-20-5,,,,,,,,,,
563-58-6,3,4,0,0,0,0,2,0,0,0
563-78-0,6,12,0,0,0,0,0,0,0,0
563-79-1,6,12,0,0,0,0,0,0,0,0
563-80-4,5,10,1,0,0,0,0,0,0,0
56-38-2,10,14,5,1,1,0,0,0,0,0
5638-76-6,8,12,0,2,0,0,0,0,0,0
564-00-1,,,,,,,,,,
564-02-3,8,18,0,0,0,0,0,0,0,0
56-49-5,21,16,0,0,0,0,0,0,0,0
56-53-1,18,20,2,0,0,0,0,0,0,0
56-54-2,20,24,2,2,0,0,0,0,0,0
56-55-3,18,12,0,0,0,0,0,0,0,0
56558-16-8,12,5,0,0,0,0,5,0,0,0
56558-17-9,12,5,0,0,0,0,5,0,0,0
56558-18-0,12,5,0,0,0,0,5,0,0,0
565-59-3,7,16,0,0,0,0,0,0,0,0
565-60-6,6,14,1,0,0,0,0,0,0,0
565-61-7,6,12,1,0,0,0,0,0,0,0
565-64-0,3,4,2,0,0,0,2,0,0,0
565-67-3,6,14,1,0,0,0,0,0,0,0
565-69-5,6,12,1,0,0,0,0,0,0,0
565-70-8,,,,,,,,,,
56-57-5,9,6,3,2,0,0,0,0,0,0
565-75-3,8,18,0,0,0,0,0,0,0,0
56578-36-0,10,10,2,0,0,0,0,0,0,0
565-80-0,7,14,1,0,0,0,0,0,0,0
5664-21-1,,,,,,,,,,
5668-93-9,14,14,0,0,0,0,0,0,0,0
5669-09-0,10,22,2,0,0,0,0,0,0,0
5675-51-4,12,26,2,0,0,0,0,0,0,0
56-75-7,11,12,5,2,0,0,2,0,0,0
56775-88-3,16,17,0,2,0,0,0,1,0,0
56-81-5,3,8,3,0,0,0,0,0,0,0
5683-33-0,7,10,0,2,0,0,0,0,0,0
56-91-7,,,,,,,,,,
56922-71-5,8,14,2,0,0,0,0,0,0,0
56922-72-6,10,18,2,0,0,0,0,0,0,0
56922-80-6,7,12,2,0,0,0,0,0,0,0
56922-82-8,12,22,2,0,0,0,0,0,0,0
569-41-5,12,12,0,0,0,0,0,0,0,0
569-42-6,,,,,,,,,,
56961-20-7,6,3,2,0,0,0,3,0,0,0
56961-77-4,6,3,0,0,0,0,2,1,0,0
56961-86-5,,,,,,,,,,
56986-88-0,,,,,,,,,,
57-06-7,4,5,0,1,1,0,0,0,0,0
5707-44-8,14,14,0,0,0,0,0,0,0,0
57-10-3,16,32,2,0,0,0,0,0,0,0
57-11-4,18,36,2,0,0,0,0,0,0,0
57-13-6,1,4,1,2,0,0,0,0,0,0
57-15-8,4,7,1,0,0,0,3,0,0,0
571-58-4,12,12,0,0,0,0,0,0,0,0
571-60-8,10,8,2,0,0,0,0,0,0,0
571-61-9,12,12,0,0,0,0,0,0,0,0
57-24-9,21,22,2,2,0,0,0,0,0,0
57-27-2,17,19,3,1,0,0,0,0,0,0
57334-35-7,,,,,,,,,,
57334-36-8,,,,,,,,,,
573-56-8,6,4,5,2,0,0,0,0,0,0
57378-68-4,,,,,,,,,,
573-98-8,12,12,0,0,0,0,0,0,0,0
574-00-5,10,8,2,0,0,0,0,0,0,0
57-41-0,15,12,2,2,0,0,0,0,0,0
574-12-9,,,,,,,,,,
57-43-2,11,18,3,2,0,0,0,0,0,0
57-44-3,8,12,3,2,0,0,0,0,0,0
57465-28-8,12,5,0,0,0,0,5,0,0,0
57-47-6,15,21,2,3,0,0,0,0,0,0
57-48-7,6,12,6,0,0,0,0,0,0,0
5749-72-4,9,16,0,0,0,0,0,0,0,0
57-50-1,12,22,11,0,0,0,0,0,0,0
57-53-4,9,18,4,2,0,0,0,0,0,0
575-37-1,12,12,0,0,0,0,0,0,0,0
575-38-2,10,8,2,0,0,0,0,0,0,0
575-41-7,12,12,0,0,0,0,0,0,0,0
575-43-9,12,12,0,0,0,0,0,0,0,0
575-44-0,10,8,2,0,0,0,0,0,0,0
57-55-6,3,8,2,0,0,0,0,0,0,0
57-57-8,3,4,2,0,0,0,0,0,0,0
575-82-6,,,,,,,,,,
576-24-9,6,4,1,0,0,0,2,0,0,0
576-26-1,8,10,1,0,0,0,0,0,0,0
57-63-6,20,24,2,0,0,0,0,0,0,0
57646-30-7,17,19,4,1,0,0,0,0,0,0
57-66-9,13,19,4,1,1,0,0,0,0,0
57-67-0,7,10,2,4,1,0,0,0,0,0
57-68-1,12,14,2,4,1,0,0,0,0,0
577-16-2,9,10,1,0,0,0,0,0,0,0
577-19-5,6,4,2,1,0,0,0,1,0,0
57721-93-4,,,,,,,,,,
577-55-9,12,18,0,0,0,0,0,0,0,0
577-56-0,9,8,3,0,0,0,0,0,0,0
577-71-9,6,4,5,2,0,0,0,0,0,0
57775-29-8,,,,,,,,,,
577-85-5,15,10,3,0,0,0,0,0,0,0
5779-94-2,9,10,1,0,0,0,0,0,0,0
57-83-0,21,30,2,0,0,0,0,0,0,0
57837-19-1,15,21,4,1,0,0,0,0,0,0
57-85-2,22,32,3,0,0,0,0,0,0,0
578-54-1,8,11,0,1,0,0,0,0,0,0
578-57-4,7,7,1,0,0,0,0,1,0,0
578-58-5,8,10,1,0,0,0,0,0,0,0
5786-21-0,18,19,0,4,0,0,1,0,0,0
578-67-6,9,7,1,1,0,0,0,0,0,0
579-10-2,9,11,1,1,0,0,0,0,0,0
579-74-8,9,10,2,0,0,0,0,0,0,0
579-75-9,8,8,3,0,0,0,0,0,0,0
57-97-6,20,16,0,0,0,0,0,0,0,0
580-13-2,10,7,0,0,0,0,0,1,0,0
580-16-5,,,,,,,,,,
580-51-8,12,10,1,0,0,0,0,0,0,0
58-08-2,8,10,2,4,0,0,0,0,0,0
581-40-8,12,12,0,0,0,0,0,0,0,0
581-42-0,12,12,0,0,0,0,0,0,0,0
58-15-1,13,17,1,3,0,0,0,0,0,0
58-18-4,20,30,2,0,0,0,0,0,0,0
581-89-5,10,7,2,1,0,0,0,0,0,0
582-16-1,12,12,0,0,0,0,0,0,0,0
58-22-0,19,28,2,0,0,0,0,0,0,0
58-25-3,16,14,1,3,0,0,1,0,0,0
5834-16-2,6,6,1,0,1,0,0,0,0,0
583-48-2,8,18,0,0,0,0,0,0,0,0
583-53-9,6,4,0,0,0,0,0,2,0,0
583-55-1,6,4,0,0,0,0,0,1,1,0
583-58-4,7,9,0,1,0,0,0,0,0,0
583-60-8,7,12,1,0,0,0,0,0,0,0
583-61-9,7,9,0,1,0,0,0,0,0,0
58367-01-4,,,,,,,,,,
58368-66-4,6,12,2,0,0,0,0,0,0,0
583-78-8,6,4,1,0,0,0,2,0,0,0
58-38-8,20,24,0,3,1,0,1,0,0,0
58-40-2,17,20,0,2,1,0,0,0,0,0
584-02-1,5,12,1,0,0,0,0,0,0,0
584-03-2,4,10,2,0,0,0,0,0,0,0
584-84-9,9,6,2,2,0,0,0,0,0,0
584-94-1,8,18,0,0,0,0,0,0,0,0
585-34-2,10,14,1,0,0,0,0,0,0,0
58-54-8,,,,,,,,,,
58-55-9,7,8,2,4,0,0,0,0,0,0
585-71-7,8,9,0,0,0,0,0,1,0,0
585-74-0,9,10,1,0,0,0,0,0,0,0
585-76-2,7,5,2,0,0,0,0,1,0,0
585-79-5,6,4,2,1,0,0,0,1,0,0
586-11-8,6,4,5,2,0,0,0,0,0,0
58-61-7,10,13,4,5,0,0,0,0,0,0
586-37-8,9,10,2,0,0,0,0,0,0,0
586-38-9,8,8,3,0,0,0,0,0,0,0
586-62-9,10,16,0,0,0,0,0,0,0,0
586-76-5,7,5,2,0,0,0,0,1,0,0
586-77-6,8,10,0,1,0,0,0,1,0,0
586-78-7,6,4,2,1,0,0,0,1,0,0
586-89-0,9,8,3,0,0,0,0,0,0,0
586-96-9,6,5,1,1,0,0,0,0,0,0
586-98-1,6,7,1,1,0,0,0,0,0,0
587-02-0,8,11,0,1,0,0,0,0,0,0
587-03-1,8,10,1,0,0,0,0,0,0,0
587-04-2,7,5,1,0,0,0,1,0,0,0
58-73-1,17,21,1,1,0,0,0,0,0,0
58734-57-9,,,,,,,,,,
587-34-8,9,11,1,2,0,0,1,0,0,0
58-74-2,20,21,4,1,0,0,0,0,0,0
587-48-4,9,9,3,1,0,0,0,0,0,0
5878-19-3,4,8,2,0,0,0,0,0,0,0
587-85-9,12,1,0,0,0,0,0,0,0,0
5881-17-4,10,22,0,0,0,0,0,0,0,0
58821-30-0,13,28,5,0,0,0,0,0,0,0
588-32-9,,,,,,,,,,
58-85-5,10,16,3,2,1,0,0,0,0,0
588-96-5,8,9,1,0,0,0,0,1,0,0
58-89-9,6,6,0,0,0,0,6,0,0,0
58-90-2,6,2,1,0,0,0,4,0,0,0
589-08-2,9,13,0,1,0,0,0,0,0,0
58909-39-0,,,,,,,,,,
589-16-2,8,11,0,1,0,0,0,0,0,0
589-18-4,8,10,1,0,0,0,0,0,0,0
589-34-4,7,16,0,0,0,0,0,0,0,0
58-93-5,7,8,4,3,2,0,1,0,0,0
589-35-5,6,14,1,0,0,0,0,0,0,0
589-38-8,6,12,1,0,0,0,0,0,0,0
589-40-2,5,10,2,0,0,0,0,0,0,0
589-43-5,8,18,0,0,0,0,0,0,0,0
58-94-6,7,6,4,3,2,0,1,0,0,0
589-53-7,8,18,0,0,0,0,0,0,0,0
589-55-9,7,16,1,0,0,0,0,0,0,0
589-59-3,9,18,2,0,0,0,0,0,0,0
589-62-8,8,18,1,0,0,0,0,0,0,0
589-63-9,8,16,1,0,0,0,0,0,0,0
589-66-2,8,14,2,0,0,0,0,0,0,0
58-96-8,9,12,6,2,0,0,0,0,0,0
589-81-1,8,18,0,0,0,0,0,0,0,0
589-82-2,7,16,1,0,0,0,0,0,0,0
589-87-7,6,4,0,0,0,0,0,1,1,0
589-92-4,7,12,1,0,0,0,0,0,0,0
589-93-5,7,9,0,1,0,0,0,0,0,0
589-98-0,8,18,1,0,0,0,0,0,0,0
590-01-2,7,14,2,0,0,0,0,0,0,0
590-11-4,2,2,0,0,0,0,0,2,0,0
590-12-5,2,2,0,0,0,0,0,2,0,0
590-35-2,7,16,0,0,0,0,0,0,0,0
590-36-3,6,14,1,0,0,0,0,0,0,0
590-50-1,7,14,1,0,0,0,0,0,0,0
590-66-9,8,16,0,0,0,0,0,0,0,0
590-67-0,7,14,1,0,0,0,0,0,0,0
590-73-8,8,18,0,0,0,0,0,0,0,0
590-86-3,5,10,1,0,0,0,0,0,0,0
590-90-9,4,8,2,0,0,0,0,0,0,0
590-92-1,3,5,2,0,0,0,0,1,0,0
5910-85-0,7,10,1,0,0,0,0,0,0,0
5910-87-2,9,14,1,0,0,0,0,0,0,0
5910-89-4,6,8,0,2,0,0,0,0,0,0
591-17-3,7,7,0,0,0,0,0,1,0,0
591-18-4,6,4,0,0,0,0,0,1,1,0
591-19-5,6,6,0,1,0,0,0,1,0,0
591-20-8,6,5,1,0,0,0,0,1,0,0
591-21-9,8,16,0,0,0,0,0,0,0,0
591-22-0,7,9,0,1,0,0,0,0,0,0
59123-41-0,9,18,1,0,0,0,0,0,0,0
591-24-2,7,12,1,0,0,0,0,0,0,0
591-27-5,6,7,1,1,0,0,0,0,0,0
591-31-1,8,8,2,0,0,0,0,0,0,0
591-35-5,6,4,1,0,0,0,2,0,0,0
591-47-9,7,12,0,0,0,0,0,0,0,0
591-48-0,7,12,0,0,0,0,0,0,0,0
591-49-1,7,12,0,0,0,0,0,0,0,0
591-50-4,6,5,0,0,0,0,0,0,1,0
5915-41-3,9,16,0,5,0,0,1,0,0,0
591-68-4,9,18,2,0,0,0,0,0,0,0
591-76-4,7,16,0,0,0,0,0,0,0,0
591-78-6,6,12,1,0,0,0,0,0,0,0
591-87-7,5,8,2,0,0,0,0,0,0,0
592-13-2,8,18,0,0,0,0,0,0,0,0
5921-73-3,9,16,1,0,0,0,0,0,0,0
5921-80-2,12,26,2,0,0,0,0,0,0,0
592-20-1,5,8,3,0,0,0,0,0,0,0
592-27-8,8,18,0,0,0,0,0,0,0,0
592-31-4,5,12,1,2,0,0,0,0,0,0
59-23-4,6,12,6,0,0,0,0,0,0,0
592-41-6,6,12,0,0,0,0,0,0,0,0
592-42-7,6,10,0,0,0,0,0,0,0,0
592-44-9,6,10,0,0,0,0,0,0,0,0
592-50-7,5,11,0,0,0,1,0,0,0,0
592-57-4,6,8,0,0,0,0,0,0,0,0
5925-75-7,4,8,1,0,1,0,0,0,0,0
592-76-7,7,14,0,0,0,0,0,0,0,0
59277-89-3,8,11,3,5,0,0,0,0,0,0
592-84-7,5,10,2,0,0,0,0,0,0,0
592-88-1,6,10,0,0,1,0,0,0,0,0
59291-64-4,,,,,,,,,,
59291-65-5,,,,,,,,,,
593-08-8,13,26,1,0,0,0,0,0,0,0
593-45-3,18,38,0,0,0,0,0,0,0,0
593-49-7,27,56,0,0,0,0,0,0,0,0
593-71-5,1,2,0,0,0,0,1,0,1,0
593-74-8,2,1,0,0,0,0,0,0,0,0
59-40-5,,,,,,,,,,
594-20-7,3,6,0,0,0,0,2,0,0,0
594-27-4,4,12,0,0,1,0,0,0,0,0
594-36-5,5,11,0,0,0,0,1,0,0,0
594-39-8,5,13,0,1,0,0,0,0,0,0
594-56-9,7,14,0,0,0,0,0,0,0,0
594-60-5,6,14,1,0,0,0,0,0,0,0
59-46-1,13,20,2,2,0,0,0,0,0,0
594-68-3,,,,,,,,,,
594-70-7,4,9,2,1,0,0,0,0,0,0
594-72-9,2,3,2,1,0,0,2,0,0,0
594-82-1,8,18,0,0,0,0,0,0,0,0
59-48-3,8,7,1,1,0,0,0,0,0,0
59-50-7,7,7,1,0,0,0,1,0,0,0
595-37-9,6,12,2,0,0,0,0,0,0,0
595-41-5,7,16,1,0,0,0,0,0,0,0
595-46-0,5,8,4,0,0,0,0,0,0,0
59-63-2,12,13,2,3,0,0,0,0,0,0
59656-71-2,,,,,,,,,,
59-66-5,4,6,3,4,2,0,0,0,0,0
59-67-6,6,5,2,1,0,0,0,0,0,0
59729-33-8,20,21,1,2,0,1,0,0,0,0
5973-71-7,9,10,1,0,0,0,0,0,0,0
597-49-9,7,16,1,0,0,0,0,0,0,0
597-64-8,8,20,0,0,1,0,0,0,0,0
597-76-2,8,18,1,0,0,0,0,0,0,0
597-96-6,7,16,1,0,0,0,0,0,0,0
598-02-7,4,11,4,0,0,0,0,0,0,0
59804-37-4,,,,,,,,,,
598-38-9,2,4,1,0,0,0,2,0,0,0
598-42-5,2,5,2,1,0,0,0,0,0,0
598-49-2,2,4,1,1,0,0,1,0,0,0
598-50-5,2,6,1,2,0,0,0,0,0,0
598-55-0,2,5,2,1,0,0,0,0,0,0
5986-55-0,15,26,1,0,0,0,0,0,0,0
598-72-1,3,5,2,0,0,0,0,1,0,0
598-75-4,5,12,1,0,0,0,0,0,0,0
598-78-7,3,5,2,0,0,0,1,0,0,0
598-89-0,,,,,,,,,,
59-89-2,4,8,2,2,0,0,0,0,0,0
598-94-7,3,8,1,2,0,0,0,0,0,0
598-98-1,6,12,2,0,0,0,0,0,0,0
598-99-2,3,3,2,0,0,0,3,0,0,0
599-04-2,6,10,3,0,0,0,0,0,0,0
5994-61-6,,,,,,,,,,
